STATE,PRIM_STATE,LOC_QUOTIENT,OCC_CODE,OCC_TITLE,TOT_EMP,JOBS_1000,H_MEAN,Annual_Mean_Wage
South Carolina,SC,0.37,291242,"Orthopedic Surgeons, Except Pediatric",80.0,0.037,191.51,398350.0
South Carolina,SC,0.18,291249,"Surgeons, All Other",70.0,0.031,166.0,345280.0
South Carolina,SC,0.73,292036,Medical Dosimetrists,40.0,0.019,67.36,140120.0
South Carolina,SC,0.88,419031,Sales Engineers,760.0,0.344,52.07,108310.0
South Carolina,SC,4.94,518011,Nuclear Power Reactor Operators,420.0,0.187,53.69,111670.0
South Carolina,SC,0.55,532021,Air Traffic Controllers,180.0,0.081,49.88,103750.0
South Dakota,SD,0.51,110000,Management Occupations,15720.0,35.382,59.84,124480.0
South Dakota,SD,0.88,111011,Chief Executives,550.0,1.229,168.32,350100.0
South Dakota,SD,0.41,111021,General And Operations Managers,4180.0,9.406,69.65,144880.0
South Dakota,SD,0.09,112021,Marketing Managers,100.0,0.229,73.01,151850.0
South Dakota,SD,0.31,112022,Sales Managers,520.0,1.175,84.11,174950.0
South Dakota,SD,0.62,113012,Administrative Services Managers,440.0,0.984,48.72,101340.0
South Dakota,SD,0.16,113021,Computer And Information Systems Managers,280.0,0.626,78.93,164170.0
South Dakota,SD,0.33,113031,Financial Managers,750.0,1.689,80.93,168330.0
South Dakota,SD,1.05,113051,Industrial Production Managers,680.0,1.538,54.39,113140.0
South Dakota,SD,0.37,113061,Purchasing Managers,80.0,0.188,71.26,148230.0
South Dakota,SD,0.51,113071,"Transportation, Storage, And Distribution Managers",290.0,0.662,49.33,102610.0
South Dakota,SD,0.64,113121,Human Resources Managers,380.0,0.845,57.15,118860.0
South Dakota,SD,0.34,113131,Training And Development Managers,40.0,0.094,54.67,113710.0
South Dakota,SD,0.72,119021,Construction Managers,690.0,1.552,56.03,116550.0
South Dakota,SD,0.49,119033,"Education Administrators, Postsecondary",240.0,0.535,59.35,123440.0
South Dakota,SD,0.35,119041,Architectural And Engineering Managers,210.0,0.473,73.97,153850.0
South Dakota,SD,0.69,119111,Medical And Health Services Managers,1050.0,2.355,63.42,131910.0
South Dakota,SD,0.51,119121,Natural Sciences Managers,150.0,0.326,62.29,129570.0
South Dakota,SD,0.26,119199,"Managers, All Other",440.0,0.997,52.93,110090.0
South Dakota,SD,0.55,132052,Personal Financial Advisors,430.0,0.978,59.6,123970.0
South Dakota,SD,0.64,132053,Insurance Underwriters,190.0,0.428,55.39,115200.0
South Dakota,SD,0.97,151212,Information Security Analysts,500.0,1.121,49.15,102240.0
South Dakota,SD,1.46,151241,Computer Network Architects,740.0,1.67,74.22,154370.0
South Dakota,SD,0.31,151243,Database Architects,50.0,0.121,55.87,116210.0
South Dakota,SD,0.27,151255,Web And Digital Interface Designers,90.0,0.196,52.36,108910.0
South Dakota,SD,0.88,152011,Actuaries,70.0,0.148,57.93,120500.0
South Dakota,SD,0.71,193039,"Psychologists, All Other",30.0,0.068,53.12,110490.0
South Dakota,SD,0.79,291021,"Dentists, General",280.0,0.636,68.67,142830.0
South Dakota,SD,5.89,291022,Oral And Maxillofacial Surgeons,70.0,0.162,147.61,307030.0
South Dakota,SD,1.59,291041,Optometrists,190.0,0.432,55.43,115290.0
South Dakota,SD,1.21,291051,Pharmacists,1180.0,2.648,64.92,135030.0
South Dakota,SD,1.37,291071,Physician Assistants,580.0,1.314,59.09,122900.0
South Dakota,SD,1.27,291131,Veterinarians,290.0,0.657,48.88,101670.0
South Dakota,SD,2.57,291151,Nurse Anesthetists,360.0,0.808,101.49,211090.0
South Dakota,SD,1.12,291171,Nurse Practitioners,920.0,2.066,58.17,120980.0
South Dakota,SD,2.48,291181,Audiologists,100.0,0.227,52.33,108850.0
South Dakota,SD,1.08,291214,Emergency Medicine Physicians,110.0,0.249,149.22,310370.0
South Dakota,SD,1.6,291215,Family Medicine Physicians,520.0,1.18,102.07,212300.0
South Dakota,SD,0.84,291216,General Internal Medicine Physicians,160.0,0.37,152.25,316690.0
South Dakota,SD,1.41,291218,Obstetricians And Gynecologists,80.0,0.185,112.98,235000.0
South Dakota,SD,0.47,291221,"Pediatricians, General",50.0,0.108,113.79,236680.0
South Dakota,SD,0.78,291223,Psychiatrists,60.0,0.127,130.94,272350.0
South Dakota,SD,0.47,291224,Radiologists,40.0,0.099,228.74,475780.0
South Dakota,SD,0.19,291229,"Physicians, All Other",170.0,0.393,142.54,296490.0
South Dakota,SD,0.91,291241,"Ophthalmologists, Except Pediatric",30.0,0.069,158.76,330220.0
South Dakota,SD,1.06,411012,First-Line Supervisors Of Non-Retail Sales Workers,710.0,1.59,53.89,112080.0
South Dakota,SD,1.64,414011,"Sales Representatives, Wholesale And Manufacturing, Technical And Scientific Products",1490.0,3.358,61.11,127110.0
Tennessee,TN,0.98,110000,Management Occupations,218500.0,67.878,58.82,122340.0
Tennessee,TN,1.3,111011,Chief Executives,5810.0,1.804,107.17,222920.0
Tennessee,TN,0.95,111021,General And Operations Managers,70580.0,21.925,58.3,121270.0
Tennessee,TN,0.99,112021,Marketing Managers,7760.0,2.409,68.56,142600.0
Tennessee,TN,0.87,112022,Sales Managers,10610.0,3.297,71.23,148150.0
Tennessee,TN,0.42,112032,Public Relations Managers,650.0,0.202,55.21,114850.0
Tennessee,TN,0.32,112033,Fundraising Managers,220.0,0.068,51.17,106440.0
Tennessee,TN,1.6,113012,Administrative Services Managers,8230.0,2.557,63.78,132650.0
Tennessee,TN,0.72,113013,Facilities Managers,2000.0,0.621,49.23,102400.0
Tennessee,TN,0.83,113021,Computer And Information Systems Managers,10470.0,3.251,71.73,149200.0
Tennessee,TN,1.09,113031,Financial Managers,18210.0,5.656,71.6,148920.0
Tennessee,TN,1.12,113051,Industrial Production Managers,5310.0,1.651,54.43,113220.0
Tennessee,TN,0.88,113061,Purchasing Managers,1440.0,0.448,65.28,135780.0
Tennessee,TN,1.29,113071,"Transportation, Storage, And Distribution Managers",5420.0,1.684,48.99,101890.0
Tennessee,TN,0.75,113111,Compensation And Benefits Managers,300.0,0.092,59.6,123970.0
Tennessee,TN,1.03,113121,Human Resources Managers,4370.0,1.357,62.11,129180.0
Tennessee,TN,0.83,113131,Training And Development Managers,730.0,0.228,55.72,115900.0
Tennessee,TN,0.73,119033,"Education Administrators, Postsecondary",2600.0,0.806,61.8,128550.0
Tennessee,TN,0.65,119039,"Education Administrators, All Other",700.0,0.216,50.64,105320.0
Tennessee,TN,0.65,119041,Architectural And Engineering Managers,2840.0,0.883,70.36,146350.0
Tennessee,TN,1.15,119111,Medical And Health Services Managers,12530.0,3.893,59.71,124190.0
Tennessee,TN,0.57,132052,Personal Financial Advisors,3320.0,1.03,58.23,121120.0
Tennessee,TN,0.74,151212,Information Security Analysts,2770.0,0.86,52.95,110140.0
Tennessee,TN,0.1,151221,Computer And Information Research Scientists,70.0,0.022,69.86,145310.0
Tennessee,TN,1.07,151241,Computer Network Architects,3940.0,1.223,53.95,112220.0
Tennessee,TN,1.02,151242,Database Administrators,1650.0,0.512,50.24,104490.0
Tennessee,TN,0.44,151243,Database Architects,560.0,0.174,57.47,119530.0
Tennessee,TN,0.55,151251,Computer Programmers,1410.0,0.438,56.82,118190.0
Tennessee,TN,0.47,151252,Software Developers,16560.0,5.144,54.53,113410.0
Tennessee,TN,0.77,152011,Actuaries,410.0,0.128,48.86,101630.0
Tennessee,TN,0.84,171011,"Architects, Except Landscape And Naval",1990.0,0.617,48.15,100140.0
Tennessee,TN,0.28,172011,Aerospace Engineers,390.0,0.121,57.77,120170.0
Tennessee,TN,1.23,172041,Chemical Engineers,550.0,0.171,55.5,115440.0
Tennessee,TN,0.5,172071,Electrical Engineers,1980.0,0.617,49.33,102600.0
Tennessee,TN,0.47,172072,"Electronics Engineers, Except Computer",970.0,0.301,49.69,103360.0
Tennessee,TN,0.88,172111,"Health And Safety Engineers, Except Mining Safety Engineers And Inspectors",420.0,0.131,52.52,109240.0
Tennessee,TN,0.83,172131,Materials Engineers,430.0,0.135,50.22,104460.0
Tennessee,TN,1.03,172151,"Mining And Geological Engineers, Including Mining Safety Engineers",150.0,0.048,48.32,100500.0
Tennessee,TN,1.05,172161,Nuclear Engineers,280.0,0.088,64.32,133780.0
Tennessee,TN,1.5,191042,"Medical Scientists, Except Epidemiologists",4350.0,1.352,52.07,108300.0
Tennessee,TN,0.77,192012,Physicists,300.0,0.093,61.93,128820.0
Tennessee,TN,0.17,192099,"Physical Scientists, All Other",70.0,0.023,55.41,115260.0
Tennessee,TN,0.42,193033,Clinical And Counseling Psychologists,640.0,0.197,52.73,109670.0
Tennessee,TN,0.82,193039,"Psychologists, All Other",250.0,0.078,50.31,104650.0
Tennessee,TN,0.68,230000,Legal Occupations,17940.0,5.572,53.82,111940.0
Tennessee,TN,0.61,231011,Lawyers,9380.0,2.915,74.57,155100.0
Tennessee,TN,1.05,231021,"Administrative Law Judges, Adjudicators, And Hearing Officers",330.0,0.101,49.34,102630.0
Tennessee,TN,1.02,231023,"Judges, Magistrate Judges, And Magistrates",530.0,0.164,68.78,143050.0
Tennessee,TN,0.56,291021,"Dentists, General",1450.0,0.45,79.04,164410.0
Tennessee,TN,0.78,291041,Optometrists,680.0,0.213,61.46,127850.0
Tennessee,TN,1.05,291051,Pharmacists,7420.0,2.304,59.05,122820.0
Tennessee,TN,0.73,291071,Physician Assistants,2240.0,0.696,54.66,113690.0
Tennessee,TN,0.37,291081,Podiatrists,70.0,0.023,89.28,185690.0
Tennessee,TN,0.93,291131,Veterinarians,1540.0,0.478,60.54,125920.0
Tennessee,TN,2.91,291151,Nurse Anesthetists,2950.0,0.917,93.65,194790.0
Tennessee,TN,1.14,291161,Nurse Midwives,170.0,0.052,49.72,103430.0
Tennessee,TN,2.36,291171,Nurse Practitioners,14040.0,4.36,49.86,103720.0
Tennessee,TN,1.52,291211,Anesthesiologists,1080.0,0.334,153.8,319910.0
Tennessee,TN,1.43,291212,Cardiologists,460.0,0.143,227.24,472670.0
Tennessee,TN,0.83,291213,Dermatologists,210.0,0.066,135.64,282130.0
Tennessee,TN,0.88,291215,Family Medicine Physicians,2080.0,0.646,122.14,254040.0
Tennessee,TN,1.82,291216,General Internal Medicine Physicians,2600.0,0.807,74.56,155070.0
Tennessee,TN,2.08,291217,Neurologists,410.0,0.128,145.41,302460.0
Tennessee,TN,0.91,291218,Obstetricians And Gynecologists,380.0,0.119,149.33,310610.0
Tennessee,TN,0.93,291221,"Pediatricians, General",690.0,0.214,102.21,212590.0
Tennessee,TN,0.71,291222,"Physicians, Pathologists",170.0,0.052,126.89,263930.0
Tennessee,TN,0.54,291223,Psychiatrists,280.0,0.088,98.56,205000.0
Tennessee,TN,0.64,291229,"Physicians, All Other",4230.0,1.313,143.16,297780.0
Tennessee,TN,1.06,291241,"Ophthalmologists, Except Pediatric",260.0,0.081,155.72,323900.0
Tennessee,TN,0.45,291242,"Orthopedic Surgeons, Except Pediatric",140.0,0.044,166.8,346940.0
Tennessee,TN,0.58,291249,"Surgeons, All Other",330.0,0.101,146.13,303950.0
Tennessee,TN,0.81,292036,Medical Dosimetrists,70.0,0.021,53.89,112080.0
Tennessee,TN,0.84,419031,Sales Engineers,1060.0,0.329,60.92,126710.0
Tennessee,TN,2.49,518011,Nuclear Power Reactor Operators,300.0,0.095,56.54,117590.0
Tennessee,TN,1.22,532021,Air Traffic Controllers,580.0,0.179,66.34,137990.0
Tennessee,TN,1.13,535021,"Captains, Mates, And Pilots Of Water Vessels",830.0,0.257,50.46,104950.0
Texas,TX,1.2,110000,Management Occupations,1124950.0,82.973,61.61,128150.0
Texas,TX,0.37,111011,Chief Executives,6970.0,0.514,143.34,298140.0
Texas,TX,1.43,111021,General And Operations Managers,448530.0,33.083,58.97,122650.0
Texas,TX,1.22,112011,Advertising And Promotions Managers,2250.0,0.166,55.15,114700.0
Texas,TX,1.12,112021,Marketing Managers,36900.0,2.722,72.34,150470.0
Texas,TX,1.54,112022,Sales Managers,79050.0,5.831,69.41,144360.0
Texas,TX,1.24,112032,Public Relations Managers,8040.0,0.593,60.85,126570.0
Texas,TX,0.87,112033,Fundraising Managers,2490.0,0.183,50.79,105650.0
Texas,TX,1.02,113012,Administrative Services Managers,21990.0,1.622,62.14,129240.0
Texas,TX,0.86,113013,Facilities Managers,10120.0,0.747,52.65,109510.0
Texas,TX,1.18,113021,Computer And Information Systems Managers,62620.0,4.619,81.68,169900.0
Texas,TX,0.91,113031,Financial Managers,63800.0,4.705,82.2,170970.0
Texas,TX,1.0,113051,Industrial Production Managers,19880.0,1.466,62.91,130850.0
Texas,TX,1.06,113061,Purchasing Managers,7370.0,0.544,66.23,137760.0
Texas,TX,1.48,113071,"Transportation, Storage, And Distribution Managers",26230.0,1.935,51.31,106720.0
Texas,TX,1.04,113111,Compensation And Benefits Managers,1730.0,0.128,63.54,132170.0
Texas,TX,1.0,113121,Human Resources Managers,17870.0,1.318,69.94,145460.0
Texas,TX,1.51,113131,Training And Development Managers,5600.0,0.413,60.83,126530.0
Texas,TX,1.56,119021,Construction Managers,45770.0,3.376,51.25,106610.0
Texas,TX,0.98,119033,"Education Administrators, Postsecondary",14680.0,1.083,56.88,118310.0
Texas,TX,1.0,119041,Architectural And Engineering Managers,18540.0,1.368,89.1,185320.0
Texas,TX,1.11,119111,Medical And Health Services Managers,51030.0,3.764,57.79,120200.0
Texas,TX,0.78,119121,Natural Sciences Managers,6690.0,0.494,58.67,122030.0
Texas,TX,0.87,119199,"Managers, All Other",45920.0,3.387,69.6,144780.0
Texas,TX,0.25,131011,"Agents And Business Managers Of Artists, Performers, And Athletes",290.0,0.022,50.97,106020.0
Texas,TX,0.68,131111,Management Analysts,50900.0,3.754,51.25,106600.0
Texas,TX,0.86,132051,Financial And Investment Analysts,25100.0,1.852,49.32,102590.0
Texas,TX,0.77,132052,Personal Financial Advisors,18740.0,1.382,56.92,118390.0
Texas,TX,0.76,132054,Financial Risk Specialists,3770.0,0.278,48.95,101820.0
Texas,TX,1.06,150000,Computer And Mathematical Occupations,490410.0,36.172,50.52,105070.0
Texas,TX,1.14,151211,Computer Systems Analysts,50680.0,3.738,55.41,115240.0
Texas,TX,0.95,151212,Information Security Analysts,14870.0,1.097,57.44,119480.0
Texas,TX,0.5,151221,Computer And Information Research Scientists,1580.0,0.116,66.99,139340.0
Texas,TX,0.94,151241,Computer Network Architects,14610.0,1.078,64.43,134000.0
Texas,TX,1.02,151242,Database Administrators,6900.0,0.509,48.31,100490.0
Texas,TX,1.1,151243,Database Architects,5900.0,0.435,67.1,139570.0
Texas,TX,0.7,151251,Computer Programmers,7530.0,0.555,48.3,100470.0
Texas,TX,0.94,151252,Software Developers,138510.0,10.216,60.52,125890.0
Texas,TX,1.22,151253,Software Quality Assurance Analysts And Testers,22070.0,1.628,49.95,103890.0
Texas,TX,0.85,151255,Web And Digital Interface Designers,8460.0,0.624,50.64,105320.0
Texas,TX,1.52,151299,"Computer Occupations, All Other",59460.0,4.385,51.44,106990.0
Texas,TX,0.47,152011,Actuaries,1060.0,0.078,54.34,113030.0
Texas,TX,0.46,152041,Statisticians,1220.0,0.09,49.68,103330.0
Texas,TX,1.2,152051,Data Scientists,20560.0,1.517,52.4,109000.0
Texas,TX,1.05,172011,Aerospace Engineers,6250.0,0.461,63.85,132800.0
Texas,TX,0.39,172021,Agricultural Engineers,70.0,0.005,53.39,111050.0
Texas,TX,1.74,172041,Chemical Engineers,3280.0,0.242,76.44,158980.0
Texas,TX,0.49,172061,Computer Hardware Engineers,3590.0,0.265,57.35,119280.0
Texas,TX,0.88,172071,Electrical Engineers,14540.0,1.072,54.72,113820.0
Texas,TX,1.03,172072,"Electronics Engineers, Except Computer",8830.0,0.651,59.13,122990.0
Texas,TX,0.58,172081,Environmental Engineers,2070.0,0.153,59.13,122980.0
Texas,TX,1.45,172111,"Health And Safety Engineers, Except Mining Safety Engineers And Inspectors",2910.0,0.215,56.25,117000.0
Texas,TX,0.82,172112,Industrial Engineers,24390.0,1.799,52.69,109590.0
Texas,TX,0.67,172121,Marine Engineers And Naval Architects,600.0,0.044,60.46,125760.0
Texas,TX,1.1,172131,Materials Engineers,2430.0,0.179,58.37,121420.0
Texas,TX,0.78,172141,Mechanical Engineers,19630.0,1.448,53.99,112310.0
Texas,TX,0.46,172151,"Mining And Geological Engineers, Including Mining Safety Engineers",290.0,0.021,49.29,102530.0
Texas,TX,0.41,172161,Nuclear Engineers,460.0,0.034,54.55,113470.0
Texas,TX,6.52,172171,Petroleum Engineers,11870.0,0.875,74.66,155290.0
Texas,TX,0.61,172199,"Engineers, All Other",8200.0,0.605,56.13,116750.0
Texas,TX,0.36,192011,Astronomers,70.0,0.005,56.08,116640.0
Texas,TX,0.56,192031,Chemists,4160.0,0.307,48.15,100150.0
Texas,TX,1.83,192042,"Geoscientists, Except Hydrologists And Geographers",4020.0,0.296,67.2,139770.0
Texas,TX,0.81,192099,"Physical Scientists, All Other",1500.0,0.111,53.52,111320.0
Texas,TX,0.48,193011,Economists,710.0,0.052,63.21,131480.0
Texas,TX,0.65,193039,"Psychologists, All Other",840.0,0.062,57.71,120040.0
Texas,TX,0.32,193094,Political Scientists,160.0,0.012,50.45,104930.0
Texas,TX,0.78,230000,Legal Occupations,86740.0,6.398,60.64,126130.0
Texas,TX,0.7,231011,Lawyers,45950.0,3.389,85.53,177890.0
Texas,TX,0.65,231021,"Administrative Law Judges, Adjudicators, And Hearing Officers",850.0,0.062,51.01,106100.0
Texas,TX,1.03,231023,"Judges, Magistrate Judges, And Magistrates",2250.0,0.166,60.94,126750.0
Texas,TX,1.0,291021,"Dentists, General",10910.0,0.804,105.77,220000.0
Texas,TX,0.78,291041,Optometrists,2880.0,0.212,73.1,152060.0
Texas,TX,0.84,291051,Pharmacists,24740.0,1.825,64.23,133600.0
Texas,TX,0.66,291071,Physician Assistants,8630.0,0.637,64.8,134780.0
Texas,TX,0.31,291081,Podiatrists,260.0,0.019,96.74,201210.0
Texas,TX,0.82,291122,Occupational Therapists,10570.0,0.78,48.85,101610.0
Texas,TX,0.8,291123,Physical Therapists,17170.0,1.266,51.42,106960.0
Texas,TX,1.2,291124,Radiation Therapists,1790.0,0.132,51.67,107460.0
Texas,TX,0.81,291131,Veterinarians,5660.0,0.418,62.42,129830.0
Texas,TX,1.26,291151,Nurse Anesthetists,5390.0,0.398,103.98,216280.0
Texas,TX,0.34,291161,Nurse Midwives,210.0,0.015,54.16,112660.0
Texas,TX,0.81,291171,Nurse Practitioners,20170.0,1.487,62.51,130010.0
Texas,TX,0.46,291211,Anesthesiologists,1370.0,0.101,123.66,257220.0
Texas,TX,0.85,291212,Cardiologists,1150.0,0.085,155.44,323310.0
Texas,TX,0.68,291213,Dermatologists,730.0,0.054,132.75,276120.0
Texas,TX,0.59,291215,Family Medicine Physicians,5920.0,0.437,103.23,214720.0
Texas,TX,0.45,291216,General Internal Medicine Physicians,2690.0,0.198,108.0,224640.0
Texas,TX,0.77,291217,Neurologists,640.0,0.047,132.55,275700.0
Texas,TX,0.51,291218,Obstetricians And Gynecologists,910.0,0.067,138.14,287330.0
Texas,TX,0.81,291221,"Pediatricians, General",2530.0,0.187,108.28,225220.0
Texas,TX,0.9,291222,"Physicians, Pathologists",890.0,0.065,133.72,278140.0
Texas,TX,0.47,291223,Psychiatrists,1040.0,0.077,98.69,205270.0
Texas,TX,0.64,291224,Radiologists,1830.0,0.135,157.62,327850.0
Texas,TX,1.04,291229,"Physicians, All Other",28660.0,2.114,115.31,239840.0
Texas,TX,1.22,291241,"Ophthalmologists, Except Pediatric",1260.0,0.093,140.06,291320.0
Texas,TX,0.71,291249,"Surgeons, All Other",1680.0,0.124,133.02,276680.0
Texas,TX,0.58,291299,"Healthcare Diagnosing Or Treating Practitioners, All Other",1600.0,0.118,56.72,117980.0
Texas,TX,1.63,292036,Medical Dosimetrists,570.0,0.042,62.75,130510.0
Texas,TX,0.5,331012,First-Line Supervisors Of Police And Detectives,6180.0,0.456,50.55,105130.0
Texas,TX,0.96,413031,"Securities, Commodities, And Financial Services Sales Agents",41120.0,3.033,48.87,101650.0
Texas,TX,1.96,414011,"Sales Representatives, Wholesale And Manufacturing, Technical And Scientific Products",54660.0,4.032,49.81,103600.0
Texas,TX,1.53,419031,Sales Engineers,8090.0,0.597,61.94,128840.0
Texas,TX,2.41,518091,Chemical Plant And System Operators,3870.0,0.285,48.55,100980.0
Texas,TX,1.03,532021,Air Traffic Controllers,2060.0,0.152,70.49,146620.0
Texas,TX,1.41,535021,"Captains, Mates, And Pilots Of Water Vessels",4330.0,0.319,54.88,114150.0
Texas,TX,1.5,535031,Ship Engineers,1190.0,0.088,55.49,115430.0
Utah,UT,1.13,110000,Management Occupations,130640.0,77.826,57.45,119490.0
Utah,UT,1.38,111011,Chief Executives,3230.0,1.924,94.33,196200.0
Utah,UT,1.44,111021,General And Operations Managers,56000.0,33.358,51.4,106910.0
Utah,UT,1.29,112011,Advertising And Promotions Managers,290.0,0.175,56.3,117110.0
Utah,UT,1.67,112021,Marketing Managers,6820.0,4.061,64.74,134650.0
Utah,UT,0.94,112022,Sales Managers,5990.0,3.569,69.42,144390.0
Utah,UT,0.7,112032,Public Relations Managers,560.0,0.334,63.18,131400.0
Utah,UT,0.75,113012,Administrative Services Managers,2000.0,1.19,54.06,112440.0
Utah,UT,1.13,113021,Computer And Information Systems Managers,7400.0,4.406,78.49,163260.0
Utah,UT,0.9,113031,Financial Managers,7880.0,4.691,76.09,158270.0
Utah,UT,0.83,113051,Industrial Production Managers,2050.0,1.22,56.25,116990.0
Utah,UT,0.59,113061,Purchasing Managers,500.0,0.3,59.07,122870.0
Utah,UT,0.84,113111,Compensation And Benefits Managers,170.0,0.104,59.82,124430.0
Utah,UT,0.85,113121,Human Resources Managers,1880.0,1.121,60.04,124890.0
Utah,UT,1.2,113131,Training And Development Managers,550.0,0.329,57.66,119920.0
Utah,UT,1.01,119021,Construction Managers,3660.0,2.18,48.75,101400.0
Utah,UT,1.4,119033,"Education Administrators, Postsecondary",2590.0,1.544,68.07,141580.0
Utah,UT,1.0,119041,Architectural And Engineering Managers,2300.0,1.368,72.78,151380.0
Utah,UT,0.82,119111,Medical And Health Services Managers,4670.0,2.78,58.92,122550.0
Utah,UT,1.1,119121,Natural Sciences Managers,1170.0,0.699,59.16,123040.0
Utah,UT,0.77,119199,"Managers, All Other",5020.0,2.993,63.29,131640.0
Utah,UT,1.2,150000,Computer And Mathematical Occupations,68430.0,40.766,49.83,103650.0
Utah,UT,0.84,151212,Information Security Analysts,1620.0,0.966,52.18,108540.0
Utah,UT,0.77,151241,Computer Network Architects,1480.0,0.879,72.75,151320.0
Utah,UT,3.15,151243,Database Architects,2090.0,1.244,69.9,145400.0
Utah,UT,0.78,151244,Network And Computer Systems Administrators,2770.0,1.652,48.69,101270.0
Utah,UT,1.52,151251,Computer Programmers,2020.0,1.201,48.28,100430.0
Utah,UT,1.42,151252,Software Developers,25930.0,15.448,58.3,121260.0
Utah,UT,1.05,151255,Web And Digital Interface Designers,1290.0,0.77,49.73,103440.0
Utah,UT,1.66,152051,Data Scientists,3530.0,2.105,48.93,101780.0
Utah,UT,1.47,172011,Aerospace Engineers,1080.0,0.646,60.27,125360.0
Utah,UT,1.07,172071,Electrical Engineers,2190.0,1.303,57.04,118650.0
Utah,UT,1.07,172072,"Electronics Engineers, Except Computer",1140.0,0.68,50.5,105040.0
Utah,UT,1.17,172112,Industrial Engineers,4310.0,2.566,49.11,102160.0
Utah,UT,3.46,172151,"Mining And Geological Engineers, Including Mining Safety Engineers",270.0,0.161,50.44,104920.0
Utah,UT,0.25,172161,Nuclear Engineers,40.0,0.021,66.2,137690.0
Utah,UT,0.78,172171,Petroleum Engineers,180.0,0.105,56.8,118140.0
Utah,UT,1.15,172199,"Engineers, All Other",1920.0,1.142,48.15,100150.0
Utah,UT,0.25,192012,Physicists,50.0,0.03,72.69,151200.0
Utah,UT,0.79,192032,Materials Scientists,80.0,0.046,53.37,111000.0
Utah,UT,1.42,192042,"Geoscientists, Except Hydrologists And Geographers",390.0,0.23,51.15,106380.0
Utah,UT,0.61,192099,"Physical Scientists, All Other",140.0,0.083,49.25,102440.0
Utah,UT,1.5,193033,Clinical And Counseling Psychologists,1190.0,0.708,53.19,110630.0
Utah,UT,0.83,230000,Legal Occupations,11360.0,6.769,49.48,102910.0
Utah,UT,0.68,231011,Lawyers,5500.0,3.275,71.11,147900.0
Utah,UT,0.51,231023,"Judges, Magistrate Judges, And Magistrates",140.0,0.082,54.85,114100.0
Utah,UT,1.17,291021,"Dentists, General",1570.0,0.936,67.29,139970.0
Utah,UT,1.33,291023,Orthodontists,90.0,0.056,60.56,125960.0
Utah,UT,0.93,291041,Optometrists,430.0,0.254,66.96,139280.0
Utah,UT,0.77,291051,Pharmacists,2820.0,1.678,62.87,130770.0
Utah,UT,0.96,291071,Physician Assistants,1550.0,0.921,60.8,126460.0
Utah,UT,1.29,291081,Podiatrists,130.0,0.08,70.93,147530.0
Utah,UT,0.86,291124,Radiation Therapists,160.0,0.094,49.99,103970.0
Utah,UT,0.71,291131,Veterinarians,610.0,0.364,61.99,128940.0
Utah,UT,1.66,291161,Nurse Midwives,130.0,0.076,64.39,133930.0
Utah,UT,0.86,291171,Nurse Practitioners,2650.0,1.577,61.45,127820.0
Utah,UT,0.29,291212,Cardiologists,50.0,0.029,128.38,267030.0
Utah,UT,0.7,291214,Emergency Medicine Physicians,270.0,0.161,136.14,283170.0
Utah,UT,0.61,291215,Family Medicine Physicians,750.0,0.448,118.68,246840.0
Utah,UT,0.2,291216,General Internal Medicine Physicians,150.0,0.09,99.05,206020.0
Utah,UT,0.6,291217,Neurologists,60.0,0.037,152.28,316750.0
Utah,UT,1.04,291218,Obstetricians And Gynecologists,230.0,0.136,137.71,286430.0
Utah,UT,0.52,291221,"Pediatricians, General",200.0,0.12,99.58,207130.0
Utah,UT,0.4,291223,Psychiatrists,110.0,0.066,142.24,295870.0
Utah,UT,0.87,291229,"Physicians, All Other",2970.0,1.768,109.92,228640.0
Utah,UT,0.33,291241,"Ophthalmologists, Except Pediatric",40.0,0.025,165.33,343890.0
Utah,UT,0.68,291249,"Surgeons, All Other",200.0,0.118,247.66,515130.0
Utah,UT,0.8,331012,First-Line Supervisors Of Police And Detectives,1220.0,0.725,48.5,100880.0
Utah,UT,1.19,414011,"Sales Representatives, Wholesale And Manufacturing, Technical And Scientific Products",4100.0,2.444,54.39,113130.0
Utah,UT,0.62,419031,Sales Engineers,400.0,0.241,51.17,106430.0
Utah,UT,1.46,532021,Air Traffic Controllers,360.0,0.215,65.39,136010.0
Vermont,VT,1.13,110000,Management Occupations,23490.0,78.116,54.7,113770.0
Vermont,VT,1.69,111011,Chief Executives,710.0,2.347,94.08,195690.0
Vermont,VT,1.16,111021,General And Operations Managers,8060.0,26.786,51.0,106070.0
Vermont,VT,0.62,112022,Sales Managers,700.0,2.336,72.31,150400.0
Vermont,VT,1.32,112032,Public Relations Managers,190.0,0.633,54.59,113560.0
Vermont,VT,1.62,112033,Fundraising Managers,100.0,0.34,54.05,112430.0
Vermont,VT,0.66,113021,Computer And Information Systems Managers,780.0,2.584,75.17,156360.0
Vermont,VT,1.14,113031,Financial Managers,1780.0,5.906,63.65,132390.0
Vermont,VT,1.03,113051,Industrial Production Managers,460.0,1.518,54.56,113470.0
Vermont,VT,0.94,113061,Purchasing Managers,140.0,0.48,52.28,108740.0
Vermont,VT,0.76,113071,"Transportation, Storage, And Distribution Managers",300.0,0.994,48.69,101270.0
Vermont,VT,1.1,113121,Human Resources Managers,440.0,1.457,60.29,125400.0
Vermont,VT,0.89,113131,Training And Development Managers,70.0,0.244,50.25,104510.0
